,date,item,category,price,promotion,units_sold,sales_7d_avg,day_of_week,is_weekend,is_holiday,brand,discount,stock_available,stockout_flag
1822,2025-05-30,Soap,Personal Care,20,1,45,33.42857142857143,Friday,0,1,Dove,0.3333333333333333,55,0
1825,2025-05-31,Soap,Personal Care,30,1,37,35.142857142857146,Saturday,1,0,Dove,0.0,50,0
1828,2025-06-01,Soap,Personal Care,25,0,28,36.285714285714285,Sunday,1,0,Dove,0.16666666666666666,42,0
1831,2025-06-02,Soap,Personal Care,20,0,28,36.42857142857143,Monday,0,0,Dove,0.3333333333333333,41,0
1834,2025-06-03,Soap,Personal Care,20,0,30,35.285714285714285,Tuesday,0,0,Dove,0.3333333333333333,45,0
1837,2025-06-04,Soap,Personal Care,30,0,35,35.285714285714285,Wednesday,0,0,Dove,0.0,49,0
1840,2025-06-05,Soap,Personal Care,20,0,33,33.857142857142854,Thursday,0,0,Dove,0.3333333333333333,51,0
1843,2025-06-06,Soap,Personal Care,25,0,27,33.714285714285715,Friday,0,0,Dove,0.16666666666666666,35,0
1846,2025-06-07,Soap,Personal Care,20,0,26,31.142857142857142,Saturday,1,0,Dove,0.3333333333333333,30,0
1849,2025-06-08,Soap,Personal Care,20,0,33,29.571428571428573,Sunday,1,0,Dove,0.3333333333333333,37,0
1852,2025-06-09,Soap,Personal Care,25,1,44,30.285714285714285,Monday,0,0,Dove,0.16666666666666666,54,0
1855,2025-06-10,Soap,Personal Care,30,0,25,32.57142857142857,Tuesday,0,0,Dove,0.0,44,0
1858,2025-06-11,Soap,Personal Care,30,0,27,31.857142857142858,Wednesday,0,0,Dove,0.0,30,0
1861,2025-06-12,Soap,Personal Care,30,0,26,30.714285714285715,Thursday,0,0,Dove,0.0,45,0
1864,2025-06-13,Soap,Personal Care,30,0,34,29.714285714285715,Friday,0,0,Dove,0.0,51,0
1867,2025-06-14,Soap,Personal Care,30,0,31,30.714285714285715,Saturday,1,0,Dove,0.0,33,0
1870,2025-06-15,Soap,Personal Care,20,0,26,31.428571428571427,Sunday,1,0,Dove,0.3333333333333333,29,0
1873,2025-06-16,Soap,Personal Care,30,0,27,30.428571428571427,Monday,0,0,Dove,0.0,40,0
1876,2025-06-17,Soap,Personal Care,20,0,28,28.0,Tuesday,0,1,Dove,0.3333333333333333,34,0
1879,2025-06-18,Soap,Personal Care,20,0,26,28.428571428571427,Wednesday,0,0,Dove,0.3333333333333333,33,0
1882,2025-06-19,Soap,Personal Care,20,1,37,28.285714285714285,Thursday,0,0,Dove,0.3333333333333333,52,0
1885,2025-06-20,Soap,Personal Care,20,0,28,29.857142857142858,Friday,0,0,Dove,0.3333333333333333,47,0
1888,2025-06-21,Soap,Personal Care,30,0,25,29.0,Saturday,1,0,Dove,0.0,39,0
1891,2025-06-22,Soap,Personal Care,30,1,40,28.142857142857142,Sunday,1,0,Dove,0.0,46,0
1894,2025-06-23,Soap,Personal Care,30,0,32,30.142857142857142,Monday,0,0,Dove,0.0,48,0
1897,2025-06-24,Soap,Personal Care,20,0,35,30.857142857142858,Tuesday,0,1,Dove,0.3333333333333333,46,0
1900,2025-06-25,Soap,Personal Care,20,0,33,31.857142857142858,Wednesday,0,0,Dove,0.3333333333333333,50,0
1903,2025-06-26,Soap,Personal Care,30,0,29,32.857142857142854,Thursday,0,1,Dove,0.0,42,0
1906,2025-06-27,Soap,Personal Care,25,0,25,31.714285714285715,Friday,0,0,Dove,0.16666666666666666,39,0
1909,2025-06-28,Soap,Personal Care,25,0,26,31.285714285714285,Saturday,1,0,Dove,0.16666666666666666,40,0
1912,2025-06-29,Soap,Personal Care,25,0,25,31.428571428571427,Sunday,1,0,Dove,0.16666666666666666,29,0
1915,2025-06-30,Soap,Personal Care,20,1,35,29.285714285714285,Monday,0,0,Dove,0.3333333333333333,50,0
1918,2025-07-01,Soap,Personal Care,30,0,35,29.714285714285715,Tuesday,0,0,Dove,0.0,39,0
1921,2025-07-02,Soap,Personal Care,30,0,28,29.714285714285715,Wednesday,0,0,Dove,0.0,29,0
1924,2025-07-03,Soap,Personal Care,25,0,33,29.0,Thursday,0,0,Dove,0.16666666666666666,52,0
1927,2025-07-04,Soap,Personal Care,30,0,27,29.571428571428573,Friday,0,1,Dove,0.0,35,0
1930,2025-07-05,Soap,Personal Care,25,0,35,29.857142857142858,Saturday,1,0,Dove,0.16666666666666666,43,0
1933,2025-07-06,Soap,Personal Care,20,0,27,31.142857142857142,Sunday,1,0,Dove,0.3333333333333333,30,0
1936,2025-07-07,Soap,Personal Care,25,0,29,31.428571428571427,Monday,0,0,Dove,0.16666666666666666,43,0
1939,2025-07-08,Soap,Personal Care,30,0,27,30.571428571428573,Tuesday,0,0,Dove,0.0,37,0
1942,2025-07-09,Soap,Personal Care,30,0,35,29.428571428571427,Wednesday,0,0,Dove,0.0,35,1
1945,2025-07-10,Soap,Personal Care,20,0,31,30.428571428571427,Thursday,0,0,Dove,0.3333333333333333,48,0
1948,2025-07-11,Soap,Personal Care,30,0,25,30.142857142857142,Friday,0,0,Dove,0.0,25,1
1951,2025-07-12,Soap,Personal Care,20,0,28,29.857142857142858,Saturday,1,0,Dove,0.3333333333333333,35,0
1954,2025-07-13,Soap,Personal Care,30,0,35,28.857142857142858,Sunday,1,0,Dove,0.0,50,0
1957,2025-07-14,Soap,Personal Care,25,0,30,30.0,Monday,0,0,Dove,0.16666666666666666,47,0
1960,2025-07-15,Soap,Personal Care,25,0,35,30.142857142857142,Tuesday,0,0,Dove,0.16666666666666666,43,0
1963,2025-07-16,Soap,Personal Care,25,1,35,31.285714285714285,Wednesday,0,0,Dove,0.16666666666666666,46,0
1966,2025-07-17,Soap,Personal Care,30,0,25,31.285714285714285,Thursday,0,0,Dove,0.0,43,0
1969,2025-07-18,Soap,Personal Care,20,0,25,30.428571428571427,Friday,0,0,Dove,0.3333333333333333,42,0
1972,2025-07-19,Soap,Personal Care,30,1,42,30.428571428571427,Saturday,1,0,Dove,0.0,46,0
1975,2025-07-20,Soap,Personal Care,25,0,32,32.42857142857143,Sunday,1,0,Dove,0.16666666666666666,33,0
1978,2025-07-21,Soap,Personal Care,25,0,27,32.0,Monday,0,0,Dove,0.16666666666666666,33,0
1981,2025-07-22,Soap,Personal Care,20,0,29,31.571428571428573,Tuesday,0,0,Dove,0.3333333333333333,38,0
1984,2025-07-23,Soap,Personal Care,20,0,28,30.714285714285715,Wednesday,0,0,Dove,0.3333333333333333,42,0
1987,2025-07-24,Soap,Personal Care,25,0,32,29.714285714285715,Thursday,0,1,Dove,0.16666666666666666,38,0
1990,2025-07-25,Soap,Personal Care,30,0,25,30.714285714285715,Friday,0,0,Dove,0.0,29,0
1993,2025-07-26,Soap,Personal Care,20,0,28,30.714285714285715,Saturday,1,0,Dove,0.3333333333333333,42,0
1996,2025-07-27,Soap,Personal Care,30,0,32,28.714285714285715,Sunday,1,0,Dove,0.0,51,0
1999,2025-07-28,Soap,Personal Care,25,1,42,28.714285714285715,Monday,0,0,Dove,0.16666666666666666,61,0
0,2023-10-01,Toothpaste,Personal Care,45,0,25,,Sunday,1,0,Colgate,0.1,39,0
3,2023-10-02,Toothpaste,Personal Care,40,0,17,25.0,Monday,0,0,Colgate,0.2,26,0
6,2023-10-03,Toothpaste,Personal Care,45,0,23,21.0,Tuesday,0,0,Colgate,0.1,36,0
9,2023-10-04,Toothpaste,Personal Care,45,1,29,21.666666666666668,Wednesday,0,0,Colgate,0.1,38,0
12,2023-10-05,Toothpaste,Personal Care,40,0,23,23.5,Thursday,0,0,Colgate,0.2,39,0
15,2023-10-06,Toothpaste,Personal Care,40,0,18,23.4,Friday,0,0,Colgate,0.2,31,0
18,2023-10-07,Toothpaste,Personal Care,45,1,35,22.5,Saturday,1,0,Colgate,0.1,36,0
21,2023-10-08,Toothpaste,Personal Care,40,0,20,24.285714285714285,Sunday,1,0,Colgate,0.2,35,0
24,2023-10-09,Toothpaste,Personal Care,50,0,15,23.571428571428573,Monday,0,0,Colgate,0.0,27,0
27,2023-10-10,Toothpaste,Personal Care,50,0,16,23.285714285714285,Tuesday,0,1,Colgate,0.0,24,0
30,2023-10-11,Toothpaste,Personal Care,45,0,21,22.285714285714285,Wednesday,0,0,Colgate,0.1,27,0
33,2023-10-12,Toothpaste,Personal Care,50,0,20,21.142857142857142,Thursday,0,0,Colgate,0.0,35,0
36,2023-10-13,Toothpaste,Personal Care,40,0,20,20.714285714285715,Friday,0,0,Colgate,0.2,29,0
39,2023-10-14,Toothpaste,Personal Care,50,0,19,21.0,Saturday,1,1,Colgate,0.0,27,0
42,2023-10-15,Toothpaste,Personal Care,45,0,19,18.714285714285715,Sunday,1,0,Colgate,0.1,25,0
45,2023-10-16,Toothpaste,Personal Care,50,0,19,18.571428571428573,Monday,0,0,Colgate,0.0,34,0
48,2023-10-17,Toothpaste,Personal Care,40,0,24,19.142857142857142,Tuesday,0,0,Colgate,0.2,32,0
51,2023-10-18,Toothpaste,Personal Care,40,1,35,20.285714285714285,Wednesday,0,0,Colgate,0.2,51,0
54,2023-10-19,Toothpaste,Personal Care,45,0,16,22.285714285714285,Thursday,0,0,Colgate,0.1,35,0
57,2023-10-20,Toothpaste,Personal Care,50,0,19,21.714285714285715,Friday,0,0,Colgate,0.0,25,0
60,2023-10-21,Toothpaste,Personal Care,40,1,28,21.571428571428573,Saturday,1,0,Colgate,0.2,38,0
63,2023-10-22,Toothpaste,Personal Care,40,0,15,22.857142857142858,Sunday,1,0,Colgate,0.2,22,0
66,2023-10-23,Toothpaste,Personal Care,50,1,27,22.285714285714285,Monday,0,0,Colgate,0.0,33,0
69,2023-10-24,Toothpaste,Personal Care,50,0,21,23.428571428571427,Tuesday,0,0,Colgate,0.0,39,0
72,2023-10-25,Toothpaste,Personal Care,45,0,21,23.0,Wednesday,0,0,Colgate,0.1,40,0
75,2023-10-26,Toothpaste,Personal Care,50,1,25,21.0,Thursday,0,0,Colgate,0.0,36,0
78,2023-10-27,Toothpaste,Personal Care,50,1,31,22.285714285714285,Friday,0,0,Colgate,0.0,37,0
81,2023-10-28,Toothpaste,Personal Care,40,0,15,24.0,Saturday,1,0,Colgate,0.2,22,0
84,2023-10-29,Toothpaste,Personal Care,40,0,17,22.142857142857142,Sunday,1,0,Colgate,0.2,23,0
87,2023-10-30,Toothpaste,Personal Care,40,1,32,22.428571428571427,Monday,0,0,Colgate,0.2,37,0
90,2023-10-31,Toothpaste,Personal Care,45,0,19,23.142857142857142,Tuesday,0,0,Colgate,0.1,27,0
93,2023-11-01,Toothpaste,Personal Care,45,0,19,22.857142857142858,Wednesday,0,0,Colgate,0.1,31,0
96,2023-11-02,Toothpaste,Personal Care,50,1,26,22.571428571428573,Thursday,0,0,Colgate,0.0,32,0
99,2023-11-03,Toothpaste,Personal Care,50,0,19,22.714285714285715,Friday,0,0,Colgate,0.0,26,0
102,2023-11-04,Toothpaste,Personal Care,45,0,16,21.0,Saturday,1,0,Colgate,0.1,32,0
105,2023-11-05,Toothpaste,Personal Care,45,1,33,21.142857142857142,Sunday,1,0,Colgate,0.1,49,0
108,2023-11-06,Toothpaste,Personal Care,45,0,16,23.428571428571427,Monday,0,0,Colgate,0.1,31,0
111,2023-11-07,Toothpaste,Personal Care,45,1,28,21.142857142857142,Tuesday,0,0,Colgate,0.1,29,0
114,2023-11-08,Toothpaste,Personal Care,50,0,21,22.428571428571427,Wednesday,0,0,Colgate,0.0,28,0
117,2023-11-09,Toothpaste,Personal Care,40,0,19,22.714285714285715,Thursday,0,0,Colgate,0.2,35,0
120,2023-11-10,Toothpaste,Personal Care,40,0,23,21.714285714285715,Friday,0,0,Colgate,0.2,35,0
123,2023-11-11,Toothpaste,Personal Care,45,0,18,22.285714285714285,Saturday,1,0,Colgate,0.1,35,0
126,2023-11-12,Toothpaste,Personal Care,50,1,35,22.571428571428573,Sunday,1,0,Colgate,0.0,44,0
129,2023-11-13,Toothpaste,Personal Care,50,0,24,22.857142857142858,Monday,0,0,Colgate,0.0,25,0
132,2023-11-14,Toothpaste,Personal Care,50,0,22,24.0,Tuesday,0,0,Colgate,0.0,23,0
135,2023-11-15,Toothpaste,Personal Care,40,0,19,23.142857142857142,Wednesday,0,0,Colgate,0.2,32,0
138,2023-11-16,Toothpaste,Personal Care,40,0,22,22.857142857142858,Thursday,0,0,Colgate,0.2,37,0
141,2023-11-17,Toothpaste,Personal Care,45,1,35,23.285714285714285,Friday,0,0,Colgate,0.1,41,0
144,2023-11-18,Toothpaste,Personal Care,40,0,20,25.0,Saturday,1,0,Colgate,0.2,31,0
147,2023-11-19,Toothpaste,Personal Care,40,1,32,25.285714285714285,Sunday,1,0,Colgate,0.2,45,0
150,2023-11-20,Toothpaste,Personal Care,50,1,26,24.857142857142858,Monday,0,0,Colgate,0.0,29,0
153,2023-11-21,Toothpaste,Personal Care,50,0,17,25.142857142857142,Tuesday,0,0,Colgate,0.0,20,0
156,2023-11-22,Toothpaste,Personal Care,50,0,15,24.428571428571427,Wednesday,0,0,Colgate,0.0,32,0
159,2023-11-23,Toothpaste,Personal Care,50,0,17,23.857142857142858,Thursday,0,1,Colgate,0.0,19,0
162,2023-11-24,Toothpaste,Personal Care,40,0,21,23.142857142857142,Friday,0,0,Colgate,0.2,21,1
165,2023-11-25,Toothpaste,Personal Care,40,0,18,21.142857142857142,Saturday,1,0,Colgate,0.2,34,0
168,2023-11-26,Toothpaste,Personal Care,45,0,21,20.857142857142858,Sunday,1,0,Colgate,0.1,27,0
171,2023-11-27,Toothpaste,Personal Care,50,0,24,19.285714285714285,Monday,0,0,Colgate,0.0,39,0
174,2023-11-28,Toothpaste,Personal Care,40,1,28,19.0,Tuesday,0,0,Colgate,0.2,32,0
177,2023-11-29,Toothpaste,Personal Care,40,1,29,20.571428571428573,Wednesday,0,0,Colgate,0.2,47,0
180,2023-11-30,Toothpaste,Personal Care,50,0,25,22.571428571428573,Thursday,0,0,Colgate,0.0,31,0
183,2023-12-01,Toothpaste,Personal Care,40,0,16,23.714285714285715,Friday,0,0,Colgate,0.2,29,0
186,2023-12-02,Toothpaste,Personal Care,40,0,21,23.0,Saturday,1,0,Colgate,0.2,22,0
189,2023-12-03,Toothpaste,Personal Care,45,0,16,23.428571428571427,Sunday,1,1,Colgate,0.1,18,0
192,2023-12-04,Toothpaste,Personal Care,50,0,16,22.714285714285715,Monday,0,0,Colgate,0.0,32,0
195,2023-12-05,Toothpaste,Personal Care,50,0,20,21.571428571428573,Tuesday,0,1,Colgate,0.0,35,0
198,2023-12-06,Toothpaste,Personal Care,45,0,21,20.428571428571427,Wednesday,0,1,Colgate,0.1,28,0
201,2023-12-07,Toothpaste,Personal Care,45,0,25,19.285714285714285,Thursday,0,0,Colgate,0.1,42,0
204,2023-12-08,Toothpaste,Personal Care,45,1,30,19.285714285714285,Friday,0,0,Colgate,0.1,44,0
207,2023-12-09,Toothpaste,Personal Care,45,0,20,21.285714285714285,Saturday,1,0,Colgate,0.1,26,0
210,2023-12-10,Toothpaste,Personal Care,45,1,33,21.142857142857142,Sunday,1,0,Colgate,0.1,41,0
213,2023-12-11,Toothpaste,Personal Care,50,1,32,23.571428571428573,Monday,0,0,Colgate,0.0,37,0
216,2023-12-12,Toothpaste,Personal Care,45,0,17,25.857142857142858,Tuesday,0,0,Colgate,0.1,34,0
219,2023-12-13,Toothpaste,Personal Care,45,0,20,25.428571428571427,Wednesday,0,0,Colgate,0.1,37,0
222,2023-12-14,Toothpaste,Personal Care,40,0,16,25.285714285714285,Thursday,0,0,Colgate,0.2,29,0
225,2023-12-15,Toothpaste,Personal Care,50,0,17,24.0,Friday,0,0,Colgate,0.0,30,0
228,2023-12-16,Toothpaste,Personal Care,40,0,22,22.142857142857142,Saturday,1,0,Colgate,0.2,35,0
231,2023-12-17,Toothpaste,Personal Care,45,0,24,22.428571428571427,Sunday,1,0,Colgate,0.1,27,0
234,2023-12-18,Toothpaste,Personal Care,40,0,16,21.142857142857142,Monday,0,0,Colgate,0.2,19,0
237,2023-12-19,Toothpaste,Personal Care,50,1,35,18.857142857142858,Tuesday,0,0,Colgate,0.0,49,0
240,2023-12-20,Toothpaste,Personal Care,40,1,26,21.428571428571427,Wednesday,0,0,Colgate,0.2,40,0
243,2023-12-21,Toothpaste,Personal Care,50,0,15,22.285714285714285,Thursday,0,0,Colgate,0.0,32,0
246,2023-12-22,Toothpaste,Personal Care,40,0,22,22.142857142857142,Friday,0,0,Colgate,0.2,35,0
249,2023-12-23,Toothpaste,Personal Care,40,0,19,22.857142857142858,Saturday,1,0,Colgate,0.2,19,1
252,2023-12-24,Toothpaste,Personal Care,50,0,17,22.428571428571427,Sunday,1,0,Colgate,0.0,26,0
255,2023-12-25,Toothpaste,Personal Care,45,0,21,21.428571428571427,Monday,0,0,Colgate,0.1,40,0
258,2023-12-26,Toothpaste,Personal Care,45,1,30,22.142857142857142,Tuesday,0,0,Colgate,0.1,39,0
261,2023-12-27,Toothpaste,Personal Care,50,1,33,21.428571428571427,Wednesday,0,0,Colgate,0.0,42,0
264,2023-12-28,Toothpaste,Personal Care,50,0,19,22.428571428571427,Thursday,0,0,Colgate,0.0,20,0
267,2023-12-29,Toothpaste,Personal Care,45,0,20,23.0,Friday,0,0,Colgate,0.1,27,0
270,2023-12-30,Toothpaste,Personal Care,50,0,19,22.714285714285715,Saturday,1,0,Colgate,0.0,19,1
273,2023-12-31,Toothpaste,Personal Care,50,1,31,22.714285714285715,Sunday,1,0,Colgate,0.0,31,1
276,2024-01-01,Toothpaste,Personal Care,40,0,21,24.714285714285715,Monday,0,0,Colgate,0.2,24,0
279,2024-01-02,Toothpaste,Personal Care,45,0,20,24.714285714285715,Tuesday,0,0,Colgate,0.1,26,0
282,2024-01-03,Toothpaste,Personal Care,40,0,17,23.285714285714285,Wednesday,0,1,Colgate,0.2,25,0
285,2024-01-04,Toothpaste,Personal Care,50,0,18,21.0,Thursday,0,0,Colgate,0.0,33,0
288,2024-01-05,Toothpaste,Personal Care,40,0,25,20.857142857142858,Friday,0,0,Colgate,0.2,29,0
291,2024-01-06,Toothpaste,Personal Care,40,1,35,21.571428571428573,Saturday,1,0,Colgate,0.2,36,0
294,2024-01-07,Toothpaste,Personal Care,50,1,34,23.857142857142858,Sunday,1,0,Colgate,0.0,44,0
297,2024-01-08,Toothpaste,Personal Care,50,0,16,24.285714285714285,Monday,0,0,Colgate,0.0,33,0
300,2024-01-09,Toothpaste,Personal Care,50,1,30,23.571428571428573,Tuesday,0,0,Colgate,0.0,48,0
303,2024-01-10,Toothpaste,Personal Care,45,0,16,25.0,Wednesday,0,0,Colgate,0.1,28,0
306,2024-01-11,Toothpaste,Personal Care,50,0,16,24.857142857142858,Thursday,0,0,Colgate,0.0,26,0
309,2024-01-12,Toothpaste,Personal Care,50,1,32,24.571428571428573,Friday,0,0,Colgate,0.0,51,0
312,2024-01-13,Toothpaste,Personal Care,50,0,16,25.571428571428573,Saturday,1,0,Colgate,0.0,34,0
315,2024-01-14,Toothpaste,Personal Care,40,0,17,22.857142857142858,Sunday,1,0,Colgate,0.2,33,0
318,2024-01-15,Toothpaste,Personal Care,50,0,15,20.428571428571427,Monday,0,0,Colgate,0.0,19,0
321,2024-01-16,Toothpaste,Personal Care,45,0,18,20.285714285714285,Tuesday,0,0,Colgate,0.1,30,0
324,2024-01-17,Toothpaste,Personal Care,50,0,17,18.571428571428573,Wednesday,0,1,Colgate,0.0,36,0
327,2024-01-18,Toothpaste,Personal Care,50,0,23,18.714285714285715,Thursday,0,0,Colgate,0.0,23,1
330,2024-01-19,Toothpaste,Personal Care,50,0,17,19.714285714285715,Friday,0,0,Colgate,0.0,26,0
333,2024-01-20,Toothpaste,Personal Care,50,0,24,17.571428571428573,Saturday,1,0,Colgate,0.0,31,0
336,2024-01-21,Toothpaste,Personal Care,40,0,19,18.714285714285715,Sunday,1,0,Colgate,0.2,26,0
339,2024-01-22,Toothpaste,Personal Care,45,0,20,19.0,Monday,0,0,Colgate,0.1,38,0
342,2024-01-23,Toothpaste,Personal Care,50,1,26,19.714285714285715,Tuesday,0,1,Colgate,0.0,31,0
345,2024-01-24,Toothpaste,Personal Care,45,0,19,20.857142857142858,Wednesday,0,0,Colgate,0.1,30,0
348,2024-01-25,Toothpaste,Personal Care,50,0,16,21.142857142857142,Thursday,0,0,Colgate,0.0,22,0
351,2024-01-26,Toothpaste,Personal Care,40,0,19,20.142857142857142,Friday,0,0,Colgate,0.2,34,0
354,2024-01-27,Toothpaste,Personal Care,40,0,23,20.428571428571427,Saturday,1,0,Colgate,0.2,31,0
357,2024-01-28,Toothpaste,Personal Care,50,1,32,20.285714285714285,Sunday,1,0,Colgate,0.0,41,0
360,2024-01-29,Toothpaste,Personal Care,40,0,20,22.142857142857142,Monday,0,0,Colgate,0.2,29,0
363,2024-01-30,Toothpaste,Personal Care,45,1,33,22.142857142857142,Tuesday,0,1,Colgate,0.1,42,0
366,2024-01-31,Toothpaste,Personal Care,50,1,35,23.142857142857142,Wednesday,0,0,Colgate,0.0,54,0
369,2024-02-01,Toothpaste,Personal Care,50,0,19,25.428571428571427,Thursday,0,0,Colgate,0.0,34,0
372,2024-02-02,Toothpaste,Personal Care,45,0,24,25.857142857142858,Friday,0,0,Colgate,0.1,24,1
375,2024-02-03,Toothpaste,Personal Care,45,0,22,26.571428571428573,Saturday,1,0,Colgate,0.1,38,0
378,2024-02-04,Toothpaste,Personal Care,45,0,24,26.428571428571427,Sunday,1,1,Colgate,0.1,37,0
381,2024-02-05,Toothpaste,Personal Care,50,1,27,25.285714285714285,Monday,0,0,Colgate,0.0,45,0
384,2024-02-06,Toothpaste,Personal Care,45,0,21,26.285714285714285,Tuesday,0,0,Colgate,0.1,37,0
387,2024-02-07,Toothpaste,Personal Care,40,0,21,24.571428571428573,Wednesday,0,0,Colgate,0.2,34,0
390,2024-02-08,Toothpaste,Personal Care,40,0,15,22.571428571428573,Thursday,0,0,Colgate,0.2,22,0
393,2024-02-09,Toothpaste,Personal Care,45,0,24,22.0,Friday,0,0,Colgate,0.1,32,0
396,2024-02-10,Toothpaste,Personal Care,45,0,23,22.0,Saturday,1,0,Colgate,0.1,30,0
399,2024-02-11,Toothpaste,Personal Care,45,1,29,22.142857142857142,Sunday,1,0,Colgate,0.1,41,0
402,2024-02-12,Toothpaste,Personal Care,40,0,23,22.857142857142858,Monday,0,0,Colgate,0.2,39,0
405,2024-02-13,Toothpaste,Personal Care,45,1,35,22.285714285714285,Tuesday,0,0,Colgate,0.1,53,0
408,2024-02-14,Toothpaste,Personal Care,45,1,31,24.285714285714285,Wednesday,0,0,Colgate,0.1,37,0
411,2024-02-15,Toothpaste,Personal Care,45,0,20,25.714285714285715,Thursday,0,0,Colgate,0.1,36,0
414,2024-02-16,Toothpaste,Personal Care,40,0,19,26.428571428571427,Friday,0,0,Colgate,0.2,19,1
417,2024-02-17,Toothpaste,Personal Care,45,0,17,25.714285714285715,Saturday,1,0,Colgate,0.1,21,0
420,2024-02-18,Toothpaste,Personal Care,50,0,17,24.857142857142858,Sunday,1,0,Colgate,0.0,22,0
423,2024-02-19,Toothpaste,Personal Care,40,0,19,23.142857142857142,Monday,0,0,Colgate,0.2,20,0
426,2024-02-20,Toothpaste,Personal Care,40,0,25,22.571428571428573,Tuesday,0,0,Colgate,0.2,40,0
429,2024-02-21,Toothpaste,Personal Care,45,1,26,21.142857142857142,Wednesday,0,0,Colgate,0.1,30,0
432,2024-02-22,Toothpaste,Personal Care,45,0,18,20.428571428571427,Thursday,0,0,Colgate,0.1,22,0
435,2024-02-23,Toothpaste,Personal Care,40,1,32,20.142857142857142,Friday,0,0,Colgate,0.2,43,0
438,2024-02-24,Toothpaste,Personal Care,40,0,15,22.0,Saturday,1,0,Colgate,0.2,17,0
441,2024-02-25,Toothpaste,Personal Care,40,0,18,21.714285714285715,Sunday,1,0,Colgate,0.2,33,0
444,2024-02-26,Toothpaste,Personal Care,45,0,15,21.857142857142858,Monday,0,0,Colgate,0.1,20,0
447,2024-02-27,Toothpaste,Personal Care,40,0,16,21.285714285714285,Tuesday,0,0,Colgate,0.2,30,0
450,2024-02-28,Toothpaste,Personal Care,50,0,16,20.0,Wednesday,0,0,Colgate,0.0,30,0
453,2024-02-29,Toothpaste,Personal Care,40,0,19,18.571428571428573,Thursday,0,0,Colgate,0.2,34,0
456,2024-03-01,Toothpaste,Personal Care,45,0,25,18.714285714285715,Friday,0,0,Colgate,0.1,44,0
459,2024-03-02,Toothpaste,Personal Care,45,0,22,17.714285714285715,Saturday,1,1,Colgate,0.1,34,0
462,2024-03-03,Toothpaste,Personal Care,50,0,24,18.714285714285715,Sunday,1,0,Colgate,0.0,35,0
465,2024-03-04,Toothpaste,Personal Care,40,0,16,19.571428571428573,Monday,0,0,Colgate,0.2,25,0
468,2024-03-05,Toothpaste,Personal Care,45,1,33,19.714285714285715,Tuesday,0,0,Colgate,0.1,46,0
471,2024-03-06,Toothpaste,Personal Care,45,0,20,22.142857142857142,Wednesday,0,0,Colgate,0.1,21,0
474,2024-03-07,Toothpaste,Personal Care,50,0,19,22.714285714285715,Thursday,0,0,Colgate,0.0,21,0
477,2024-03-08,Toothpaste,Personal Care,45,1,29,22.714285714285715,Friday,0,0,Colgate,0.1,37,0
480,2024-03-09,Toothpaste,Personal Care,40,0,23,23.285714285714285,Saturday,1,0,Colgate,0.2,33,0
483,2024-03-10,Toothpaste,Personal Care,50,0,23,23.428571428571427,Sunday,1,0,Colgate,0.0,33,0
486,2024-03-11,Toothpaste,Personal Care,40,0,17,23.285714285714285,Monday,0,0,Colgate,0.2,26,0
489,2024-03-12,Toothpaste,Personal Care,45,0,16,23.428571428571427,Tuesday,0,0,Colgate,0.1,29,0
492,2024-03-13,Toothpaste,Personal Care,40,0,24,21.0,Wednesday,0,1,Colgate,0.2,32,0
495,2024-03-14,Toothpaste,Personal Care,40,0,24,21.571428571428573,Thursday,0,0,Colgate,0.2,43,0
498,2024-03-15,Toothpaste,Personal Care,50,0,24,22.285714285714285,Friday,0,0,Colgate,0.0,33,0
501,2024-03-16,Toothpaste,Personal Care,40,1,33,21.571428571428573,Saturday,1,0,Colgate,0.2,41,0
504,2024-03-17,Toothpaste,Personal Care,40,0,24,23.0,Sunday,1,0,Colgate,0.2,28,0
507,2024-03-18,Toothpaste,Personal Care,45,1,33,23.142857142857142,Monday,0,0,Colgate,0.1,40,0
510,2024-03-19,Toothpaste,Personal Care,45,1,27,25.428571428571427,Tuesday,0,0,Colgate,0.1,37,0
